title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
Μια καταστροφή – εφιάλτης για τον πλανήτη μας: Η Αμαζονία πλησιάζει το σημείο της κλιματικής ανατροπής,,2021-11-09 12:11:53,full,https://www.newsbeast.gr/environment/arthro/7988568/mia-katastrofi-efialtis-gia-ton-planiti-mas-i-amazonia-plisiazei-to-simeio-tis-klimatikis-anatropis,newsbeast.gr,"Μία ατέλειωτη απεραντοσύνη σε βαθύ πράσινο χρώμα που διακόπτεται μόνο από γαλάζιους ποταμούς που τη διασχίζουν είναι ο Αμαζόνιος όταν τον βλέπει κάποιος από τον ουρανό. Προς το παρόν… Γιατί, αν…","Μία ατέλειωτη απεραντοσύνη σε βαθύ πράσινο χρώμα που διακόπτεται μόνο από γαλάζιους ποταμούς που τη διασχίζουν είναι ο Αμαζόνιος όταν τον βλέπει κάποιος από τον ουρανό. Προς το παρόν…
Γιατί, αν συνεχίσεις την πτήση μέχρι τις παρυφές του μεγαλύτερου τροπικού δάσους του πλανήτη, ανακαλύπτεις γιγάντιες καφετιές ουλές, εκεί όπου η ζούγκλα έχει αποψιλωθεί και στη συνέχεια καεί για να δοθεί χώρος σε δρόμους, στην εξόρυξη χρυσού, σε καλλιέργειες και κυρίως στα αγροκτήματα εκτροφής ζώων.
Είναι το περιβόητο τόξο της αποψίλωσης που χαράζει μία ανοικτή πληγή κατά μήκος της νότιας Αμερικής – μία καταστροφή εν εξελίξει για τον πλανήτη μας.",newsbeast.gr,35555,news,GR,el,[],https://www.newsbeast.gr/image/s1200x630/file/files/1/2021/11/Brazil-2.jpg,False,@newsbeast,21.659561,e95a4a2388af8d7c79963bef0a213228
COP26: Σε τι στοχεύει η αντιπροσωπεία του Ευρωπαϊκού Κοινοβουλίου στη Γλασκώβη; Τρεις Ευρωβουλευτές απαντούν,Βαγγέλης Λιακόγκονας,2021-11-08 18:32:29,full,https://www.ertnews.gr/eidiseis/epistimi/evzoia/perivallon/cop26-se-ti-stocheyei-i-antiprosopeia-toy-eyropaikoy-koinovoylioy-sti-glaskovi-treis-eyrovoyleytes-apantoyn/,ertnews.gr,"Στις επιδιώξεις της αντιπροσωπείας του Ευρωπαϊκού Κοινοβουλίου στη Γλασκώβη, κατά τις εργασίες της Διάσκεψης των Ηνωμένων Εθνών για την Κλιματική Αλλαγή (COP26), λίγο πριν την ολοκλήρωσή της στο τέλος…","Στις επιδιώξεις της αντιπροσωπείας του Ευρωπαϊκού Κοινοβουλίου στη Γλασκώβη, κατά τις εργασίες της Διάσκεψης των Ηνωμένων Εθνών για την Κλιματική Αλλαγή (COP26), λίγο πριν την ολοκλήρωσή της στο τέλος της εβδομάδας, αναφέρθηκαν Ευρωβουλευτές, μέλη της επιτροπής Περιβάλλοντος, Δημόσιας Υγείας και Ασφάλειας Τροφίμων κατά τη διάρκεια διαδικτυακού Δημοσιογραφικού Σεμιναρίου που πραγματοποιήθηκε την Δευτέρα 8 Νοεμβρίου. Ο Γάλλος Ευρωβουλευτής Pascal Canfin, της Ομάδας Renew Europe, αναφερόμενος στη στόχευση του ΕΚ στη Γλασκώβη, μίλησε για μια Ευρώπη με πραγματική ηγεσία, η οποία όπως είπε δεν έχει μόνο τους στόχους, αλλά και το σχέδιο παράδοσης καθαυτό: Την Πράσινη Συμφωνία.",ertnews.gr,397322,news,GR,el,['Βαγγέλης Λιακόγκονας'],https://www.ertnews.gr/wp-content/uploads/2021/11/AP21310635699562.jpg,False,,21.653502,43d0f1f232fd35de0e87d08f5237d52b
Αμαζόνιος: Πλησιάζει σε σημείο μη επιστροφής η καταστροφή του – Εφιάλτης για τον πλανήτη,Κωνσταντινος Μακρης,2021-11-09 11:25:55,full,https://www.newsit.gr/kosmos/amazonios-plisiazei-se-simeio-mi-epistrofis-i-katastrofi-tou-efialtis-gia-ton-planiti/3404065,newsit.gr,"Ο απέραντος Αμαζόνιος με το βαθύ πράσινο χρώμα του, το οποίο διακόπτεται μόνο από γαλάζιους ποταμούς που τον διασχίζουν, φαίνεται σε όλο του το μεγαλείο μόνο από τον ουρανό. Ως ένα σημείο όμως, γιατί, αν συνεχίσει κανείς την πτήση μέχρι τις παρυφές του μεγαλύτερου τροπικού δάσους του πλανήτη, ανακαλύπτει γιγάντιες καφετιές ουλές. Αυτές οφείλονται στην ... Περισσότερα
To άρθρο Αμαζόνιος: Πλησιάζει σε σημείο μη επιστροφής η καταστροφή του – Εφιάλτης για τον πλανήτη δημοσιεύτηκε στο NewsIT .","Ο απέραντος Αμαζόνιος με το βαθύ πράσινο χρώμα του, το οποίο διακόπτεται μόνο από γαλάζιους ποταμούς που τον διασχίζουν, φαίνεται σε όλο του το μεγαλείο μόνο από τον ουρανό. Ως ένα σημείο όμως, γιατί, αν συνεχίσει κανείς την πτήση μέχρι τις παρυφές του μεγαλύτερου τροπικού δάσους του πλανήτη, ανακαλύπτει γιγάντιες καφετιές ουλές.

Αυτές οφείλονται στην αποψίλωση και το κάψιμο του Αμαζονίου, για να δοθεί χώρος σε δρόμους, στην εξόρυξη χρυσού, σε καλλιέργειες και κυρίως στα αγροκτήματα εκτροφής ζώων.",newsit.gr,45374,entertainment,GR,el,['Κωνσταντινος Μακρης'],https://www.newsit.gr/wp-content/uploads/2021/11/amazon_amazonios_r_0911-scaled.jpg,False,@NewsItFeed,21.639809,4b1988a83fa75cd4f4b96be82c11fcd6
«Έγινε ένα καλό βήμα προς τη σωστή κατεύθυνση»,,2021-11-14 06:35:35,full,https://www.e-volos.gr/%ce%ad%ce%b3%ce%b9%ce%bd%ce%b5-%ce%ad%ce%bd%ce%b1-%ce%ba%ce%b1%ce%bb%cf%8c-%ce%b2%ce%ae%ce%bc%ce%b1-%cf%80%cf%81%ce%bf%cf%82-%cf%84%ce%b7-%cf%83%cf%89%cf%83%cf%84%ce%ae-%ce%ba%ce%b1%cf%84%ce%b5,e-volos.gr,"Πρώτη καταχώρηση: Κυριακή, 14 Νοεμβρίου 2021, 07:53 Η πρόεδρος της Ευρωπαϊκής Επιτροπής Ούρσουλα φον ντερ Λάιεν εκτίμησε ότι η συμφωνία για την κλιματική αλλαγή που επιτεύχθηκε χθες στην COP26 στη Γλασκώβη αποτελεί «βήμα προς τη σωστή κατεύθυνση» αλλά τόνισε ότι «η δουλειά κάθε άλλο παρά έχει ολοκληρωθεί». Η φον ντερ Λάιεν έκρινε ότι ο […]","Η πρόεδρος της Ευρωπαϊκής Επιτροπής Ούρσουλα φον ντερ Λάιεν εκτίμησε ότι η συμφωνία για την κλιματική αλλαγή που επιτεύχθηκε χθες στην COP26 στη Γλασκώβη αποτελεί «βήμα προς τη σωστή κατεύθυνση» αλλά τόνισε ότι «η δουλειά κάθε άλλο παρά έχει ολοκληρωθεί».

Η φον ντερ Λάιεν έκρινε ότι ο στόχος για τον περιορισμό της αύξησης της θερμοκρασίας στον πλανήτη στον 1,5 βαθμό Κελσίου παραμένει «εφικτός», με δήλωσή της που δημοσιοποιήθηκε αργά χθες.

Σε ανακοίνωση που δημοσιοποιήθηκε νωρίτερα, η Ευρωπαϊκή Επιτροπή ανέφερε ότι η «Συμφωνία της Γλασκώβης» «διατήρησε ζωντανούς τους στόχους της συμφωνίας του Παρισιού» του 2015, που προβλέπουν περιορισμό της υπερθέρμανσης του πλανήτη κάτω από τους 2 βαθμούς Κελσίου σε σχέση με τα προβιομηχανικά επίπεδα, ει δυνατόν στον 1,5 βαθμό.",e-volos.gr,865111,news,GR,el,[],https://i0.wp.com/www.e-volos.gr/wp-content/uploads/2021/11/3140823.jpg?fit=770%2C433&ssl=1,False,@e_volosgr,21.636642,7da9d87b8763001ed9e81c2668e2f6c3
Δύο βαθμοί Κελσίου αρκούν για να υποφέρει 1 δισ. ανθρώπων από ακραίους καύσωνες,,2021-11-09 13:58:58,full,https://www.in.gr/2021/11/09/b-science/perivallon-b-science/klimatiki-allagi-dyo-vathmoi-kelsiou-arkoun-gia-na-kindynepsei-pano-apo-1-8-tis-anthropotitas/,in.gr,"Καθώς οι κλιματικοί στόχοι μοιάζουν ολοένα και πιο ανέφικτοι, το μέλλον του πλανήτη φαντάζει δυσοίωνο","Ένα δισεκατομμύριο. Αυτός είναι ο αριθμός των ανθρώπων που θα δεχθούν το πλήγμα ακραίων θερμοκρασιών σε περίπτωση που η κλιματική κρίση ανεβάσει την παγκόσμια θερμοκρασία κατά μόλις 2 βαθμούς Κελσίου, σύμφωνα με έρευνα που παρουσίασε η βρετανική μετεωρολογική υπηρεσία στη σύνοδο Cop26. Οι επιστήμονες τόνισαν ότι μιλάμε για αύξηση της θερμοκρασίας ακόμη και κατά 15 φορές σε σχέση με τα σημερινά επίπεδα.Κεντρικός στόχος της Cop26 είναι η συγκράτηση της υπερθέρμανσης του πλανήτη στον 1,5 βαθμό Κελσίου, όμως οι αντιπροσωπείες των κρατών παραδέχτηκαν ότι πρέπει να γίνει πολλή δουλειά για να υπάρχει ελπίδα για κάτι τέτοιο, κατά την τελευταία εβδομάδα της συνόδου.",,17953,news,GR,el,[],https://www.in.gr/wp-content/uploads/2021/11/ImgSrc-4-2.jpg,False,,21.63565,987ddacd03b836d2ead4e61cc98c4484
"Πριν ακόμα τελειώσει, η COP26 είναι ένα φιάσκο",11/11/2021,2021-11-11 10:59:04,full,https://info-war.gr/prin-akoma-teleiosei-i-cop26-einai-ena-fias/,info-war.gr,"Τα αποτελέσματα της COP26 έχουν υπάρξει απογοητευτικά, πριν ακόμα προλάβει να κλείσει επίσημα τις πόρτες της.","του Ανδρέα Κοσιάρη
Τι κι αν είχε επισημανθεί ως η τελευταία ευκαιρία των ηγετών του πλανήτη να συμφωνήσουν σε ένα δραστικό πλαίσιο για τον περιορισμό της κλιματικής αλλαγής; Τα αποτελέσματα της Συνδιάσκεψης των Ηνωμένων Εθνών για την Κλιματική Αλλαγή, γνωστής ως COP26, έχουν υπάρξει απογοητευτικά.
Πριν ακόμα κλείσει επίσημα τις πόρτες της στις 12 Νοεμβρίου, ακτιβιστές κι επιστήμονες προειδοποιούν πως τα μέχρι στιγμής συμφωνηθέντα δεν συμβαδίζουν με τον στόχο του περιορισμού της υπερθέρμανσης του πλανήτη στο επίπεδο των 1,5 βαθμών Κελσίου.",info-war.gr,474347,news,GR,el,['Andreas'],https://info-war.gr/wp-content/uploads/2021/11/cop26-failure.jpg,False,@xstefanou,21.605982,2908133d2468a60a49e2e910bffd9755
Το έργο 'Astypalea: Smart & Sustainable Island' παρουσιάστηκε στη διάσκεψη του ΟΗΕ για το κλίμα,,2021-11-12 08:15:00,timezone unknown,https://www.metaforespress.gr/naftilia/%CF%84%CE%BF-%CE%AD%CF%81%CE%B3%CE%BF-astypalea-smart-sustainable-island-%CF%80%CE%B1%CF%81%CE%BF%CF%85%CF%83%CE%B9%CE%AC%CF%83%CF%84%CE%B7%CE%BA%CE%B5-%CF%83%CF%84%CE%B7-%CE%B4%CE%B9%CE%AC%CF%83,metaforespress.gr,"Στην παγκόσμια διάσκεψη του ΟΗΕ για την Κλιματική Αλλαγή (COP26) στη Γλασκώβη συμμετείχε ο δήμαρχος της Αστυπάλαιας, όπου παρουσίασε το όραμα του δήμου για την πράσινη και βιώσιμη ανάπτυξη της Αστυπάλαιας, καθώς και τον τρόπο με τον οποίο το φιλόδοξο έργο ""Astypalea: Smart & Sustainable Island""","Στην παγκόσμια διάσκεψη του ΟΗΕ για την Κλιματική Αλλαγή (COP26) στη Γλασκώβη συμμετείχε ο δήμαρχος της Αστυπάλαιας, Νίκος Κομηνέας, όπου παρουσίασε το όραμα του δήμου για την πράσινη και βιώσιμη ανάπτυξη της Αστυπάλαιας, καθώς και τον τρόπο με τον οποίο το φιλόδοξο έργο 'Astypalea: Smart & Sustainable Island', που υλοποιείται σε συνεργασία με τον όμιλο Volkswagen και την ελληνική Κυβέρνηση.

Oπως τονίζεται σε σχετική ανακοίνωση, ο δήμαρχος, συνοδευόμενος από τον Κώστα Κομνηνό, γενικό διευθυντή του Δικτύου Αειφόρων Νήσων (ΔΑΦΝΗ), συμμετείχε ως προσκεκλημένος ομιλητής σε δύο εκδηλώσεις που διοργανώθηκαν από τον Οργανισμό Οικονομικής Συνεργασίας & Ανάπτυξης (ΟΟΣΑ), την Scottish Enterprise και την Nordregio, στο πλαίσιο δημοσιοποίησης της έκθεσης 'Rural Agenda for Climate Action' της Ομάδας Εργασίας του ΟΟΣΑ για τις Πολιτικές Υπαίθρου.",metaforespress.gr,790470,news,GR,el,[],https://www.metaforespress.gr/wp-content/uploads/2021/06/Astypalea_VW.jpg,False,@metaforespress,21.58921,6333ef49916fa43fb66b9a765ba57f06
Το 83% των Ελλήνων συνειδητοποιεί την πρόκληση της κλιματικής αλλαγής,Σπύρος Πολυχρονόπουλος,2021-11-11 11:09:39,full,https://www.reporter.gr/Periballon/501241-To-83-twn-Ellhnwn-syneidhtopoiei-thn-proklhsh-ths-klimatikhs-allaghs,reporter.gr,Το 83% των Ελλήνων θεωρούν ότι η κλιματική αλλαγή και οι συνέπειές της συνιστούν τη μεγαλύτερη πρόκληση για την ανθρωπότητα κατά τον 21ο αιώνα. Η συντριπτική πλειονότητα των Ελλήνων (88%) επίσης…,"Το 83% των Ελλήνων θεωρούν ότι η κλιματική αλλαγή και οι συνέπειές της συνιστούν τη μεγαλύτερη πρόκληση για την ανθρωπότητα κατά τον 21ο αιώνα. Η συντριπτική πλειονότητα των Ελλήνων (88%) επίσης θεωρούν ότι η κλιματική αλλαγή έχει επιπτώσεις στην καθημερινή τους ζωή (5 μονάδες πάνω από τον ευρωπαϊκό μέσο όρο 77%). Ωστόσο, αυτή η φαινομενική συναίνεση υποκρύπτει κάποιες διαφορές μεταξύ των επιμέρους ομάδων του ελληνικού πληθυσμού. Καταγράφονται πολύ διαφορετικά επίπεδα ανησυχίας και προσδοκιών στο θέμα του κλίματος μεταξύ πολιτών μικρότερης και μεγαλύτερης ηλικίας, μεταξύ αντρών και γυναικών και μεταξύ των επιμέρους κοινωνικοοικονομικών κατηγοριών.",reporter.gr,167162,news,GR,el,['Σπύρος Πολυχρονόπουλος'],https://www.reporter.gr/media/k2/items/cache/bf70317a03dc00981ce0b233ecf29f28_L.jpg,False,@reportergr,21.588839,cca04ed51694b62d6920659302c8cc03
Η Volvo υπογράφει τη διακήρυξη για μηδενικές εκπομπές στην COP26,Capital.gr,2021-11-11 06:59:25,full,https://www.capital.gr/story/3594220,capital.gr,Η Volvo υπογράφει τη διακήρυξη για μηδενικές εκπομπές στις οδικές μεταφορές στην COP26 και παρουσιάζει έναν πρωτοποριακό εσωτερικό μηχανισμό τιμών CO2.,"Ο CEO της Volvo, Håkan Samuelsson, υπέγραψε χθες τη Διακήρυξη της Γλασκώβης για Μηδενικές Εκπομπές στα Αυτοκίνητα και τα Van, από κοινού με κορυφαία ηγετικά στελέχη της βιομηχανίας και κυβερνήσεων από όλο τον κόσμο, στο πλαίσιο της συνόδου κορυφής του ΟΗΕ COP26, για την κλιματική αλλαγή.

Ταυτόχρονα, με στόχο να επιταχύνει περαιτέρω τη μείωση του αποτυπώματος άνθρακα, η Volvo ανακοινώνει επίσης τη θέσπιση μιας εσωτερικής τιμής άνθρακα, 1.000 Σουηδικές Κορώνες ανά τόνο εκπομπών άνθρακα, σε όλο το φάσμα των επιχειρηματικών δραστηριοτήτων της.",capital.gr,21133,business,GR,el,['Capital.gr'],https://www.capital.gr/Content/ImagesDatabase/fb/1000x523/crop/both/87/87d68ce4c80d4c899eb2087e7f5afc2e.jpg,False,@capitalgr,21.55283,6d8a6e9c16e8bef6b24920305ec412e0
COP26: Το προσχέδιο του ΟΗΕ ζητά από τις χώρες περισσότερες ενέργειες για το κλίμα άμεσα,Huffpost Greece / Reuters,2021-11-10 12:27:17,full,https://www.huffingtonpost.gr/entry/cop26-to-proschedio-toe-oee-zeta-apo-tis-chores-perissoteres-eneryeies-yia-to-klima-amesa_gr_618bb3e1e4b055e47d82aafb,huffingtonpost.gr,Κάτι τέτοιο θα ανάγκαζε τις χώρες να θέσουν αυστηρότερους κλιματικούς στόχους το επόμενο έτος.,"Οι Βρετανοί οικοδεσπότες της διάσκεψης COP26 του ΟΗΕ για την κλιματική αλλαγή στη Γλασκώβη πρότειναν στις χώρες να αυξήσουν τις δεσμεύσεις τους για μείωση των εκπομπών αερίων του θερμοκηπίου έως το επόμενο έτος, σε ένα προσχέδιο που θα συζητηθεί τις επόμενες τρεις ημέρες.Η πρόταση υπογραμμίζει τις ανησυχίες των ειδικών και των ακτιβιστών για το αγεφύρωτο χάσμα μεταξύ των τρεχουσών εθνικών δεσμεύσεων και των γρήγορων περικοπών στις εκπομπές που απαιτούνται για να αποτραπεί η περιδίνηση του κόσμου σε μια ανεπανόρθωτη κλιματική κρίση.",copyright HuffPost 2021,49509,news,GR,el,['Huffpost Greece / Reuters'],https://img.huffingtonpost.com/asset/618bba112800003d007ea0de.jpeg?cache=4Tk79TYVQW&ops=1200_630,False,HuffPostGreece,21.546532,f019207fca21978aebd33b3f863a0b16
Τηλεδιάσκεψη Μπάιντεν,Real.gr,2021-11-11 16:20:00,full,https://www.real.gr/kosmos/arthro/tilediaskepsi_mpainten_si_tzinpingk_ti_deutera_symfona_me_to_reuters-784772/,real.gr,"Ο πρόεδρος των ΗΠΑ Τζο Μπάιντεν και ο Κινέζος ομόλογός του Σι Τζινπίνγκ αναμένεται να πραγματοποιήσουν μια ψηφιακή σύνοδο τη Δευτέρα, είπαν σήμερα πηγές στο πρακτορείο ειδήσεων Reuters, εν μέσω…","Ο πρόεδρος των ΗΠΑ Τζο Μπάιντεν και ο Κινέζος ομόλογός του Σι Τζινπίνγκ αναμένεται να πραγματοποιήσουν μια ψηφιακή σύνοδο τη Δευτέρα, είπαν σήμερα πηγές στο πρακτορείο ειδήσεων Reuters, εν μέσω εντάσεων για το εμπόριο, τα ανθρώπινα δικαιώματα και τις στρατιωτικές δραστηριότητες.
Η Ουάσινγκτον και το Πεκίνο διαφωνούν για θέματα όπως η προέλευση της πανδημίας Covid-19 έως και το αναπτυσσόμενο πυρηνικό οπλοστάσιο της Κίνας. Αμερικανοί αξιωματούχοι πιστεύουν ότι η άμεση επικοινωνία με τον Σι είναι ο καλύτερος τρόπος για να αποτραπεί το ενδεχόμενο η σχέση μεταξύ των δύο μεγαλύτερων οικονομιών του πλανήτη να κλιμακωθεί σε διαμάχη.",real.gr,74100,news,GR,el,['Real.gr'],https://media.real.gr/filesystem/images/20210211/engine/tzo-mpainten-kai-si-tzinpingk_252863_245093_type12140.jpg,False,Real.gr,21.506027,fa7268bc41838c6e17f5cbbe73801c20
"Διεθνές Συνέδριο Κλιματικής Αλλαγής: Το Μέλλον του Αγροδιατροφικού Τομέα, 9-11 Νοεμβρίου 2021",taxydromos.gr,2021-11-08 22:15:00,timezone unknown,https://www.taxydromos.gr/Τελευταία%20Νέα/426890-diethnes-synedrio-klimatikhs-allaghs-to-mellon-toy-agrodiatrofikoy-tomea-9.html,taxydromos.gr,"Οι αλυσιδωτές επιπτώσεις της κλιματικής αλλαγής καθώς και οι απειλές και ευκαιρίες που παρουσιάζονται στον αγροδιατροφικό τομέα, είναι το θέμα του ψηφιακού τριήμερου Διεθνούς Συνεδρίου «Climate…","Οι αλυσιδωτές επιπτώσεις της κλιματικής αλλαγής καθώς και οι απειλές και ευκαιρίες που παρουσιάζονται στον αγροδιατροφικό τομέα, είναι το θέμα του ψηφιακού τριήμερου Διεθνούς Συνεδρίου «Climate Change: The Future of the Agrifood Sector». Η Τράπεζα Πειραιώς είναι Χρυσός Χορηγός και συν-διοργανωτής του Συνεδρίου, που διοργανώνει η «Νέα γεωργία Νέα Γενιά» και το οποίο θα πραγματοποιηθεί διαδικτυακά σε απογευματινές ώρες από την Τρίτη 9.11.2021 έως και την Πέμπτη 11.11.2021. Στο συνέδριο συμμετέχουν περισσότεροι από 30 διακεκριμένοι Έλληνες και ξένοι εμπειρογνώμονες από τον ακαδημαϊκό χώρο, εκπρόσωποι από φορείς της Ευρωπαϊκής Ένωσης, του Οργανισμού Τροφίμων και Γεωργίας των Ηνωμένων Εθνών, της Δημόσιας Διοίκησης και μη κερδοσκοπικών οργανισμών, αγρότες, επιχειρηματίες αλλά και στελέχη της αγοράς από τον ευρύτερο κλάδο της αγροδιατροφής.",taxydromos.gr,231974,news,GR,el,['taxydromos.gr'],https://www.taxydromos.gr/data/news/1636398455196119319.jpg,False,,21.449814,71233e9ac96d12e31be271f51da7a272
"Αμαζόνιος: Μία καταστροφή εν εξελίξει, ένας εφιάλτης για τον πλανήτη",Newsroom,2021-11-09 12:25:00,full,https://www.kathimerini.gr/world/561578284/amazonios-mia-katastrofi-en-exelixei-enas-efialtis-gia-ton-planiti/,kathimerini.gr,"Από τον ουρανό, ο Αμαζόνιος είναι μία απεραντοσύνη σε βαθύ πράσινο χρώμα που διακόπτεται μόνο από γαλάζιους ποταμούς που την διασχίζουν. Μία ατέλειωτη απεραντοσύνη! Προς το παρόν...","Andre Penner/AP 
Από τον ουρανό, ο Αμαζόνιος είναι μία απεραντοσύνη σε βαθύ πράσινο χρώμα που διακόπτεται μόνο από γαλάζιους ποταμούς που την διασχίζουν.
Μία ατέλειωτη απεραντοσύνη! Προς το παρόν…
Γιατί, αν συνεχίσεις την πτήση μέχρι τις παρυφές του μεγαλύτερου τροπικού δάσους του πλανήτη, ανακαλύπτεις γιγάντιες καφετιές ουλές, εκεί όπου η ζούγκλα έχει αποψιλωθεί και στην συνέχεια καεί για να δοθεί χώρος σε δρόμους, στην εξόρυξη χρυσού, σε καλλιέργειες και κυρίως στα αγροκτήματα εκτροφής ζώων.
Είναι το περιβόητο τόξο της αποψίλωσης που χαράζει μία ανοικτή πληγή κατά μήκος της νότιας Αμερικής – μία καταστροφή εν εξελίξει για τον πλανήτη μας.",© kathimerini.gr 2020,12440,news,GR,el,['Newsroom'],https://www.kathimerini.gr/wp-content/uploads/2021/11/amazon-7.jpg,False,@kathimerini_gr,21.44827,d83dc25e05f5722ab3c4a650954615b2
COP26: Επιτεύχθηκε συμφωνία για το κλίμα,,2021-11-13 22:14:01,full,https://www.news247.gr/kosmos/cop26-epiteychthike-symfonia-gia-to-klima.9423939.html,news247.gr,"Συμφωνία για την επιτάχυνση της μάχης κατά της υπερθέρμανσης, χωρίς να διασφαλίζεται ο περιορισμός της αύξησης της θερμοκρασίας στον 1,5 βαθμό Κελσίου ούτε η ικανοποίηση των αιτημάτων των φτωχών χωρών…","Οι 200 χώρες της COP26 ενέκριναν το Σάββατο (13/11) μια συμφωνία με σκοπό να επιταχυνθεί η μάχη κατά της υπερθέρμανσης της Γης, χωρίς όμως να διασφαλίζεται ότι θα περιοριστεί στον 1,5 βαθμό Κελσίου ούτε να δίνεται απάντηση στα αιτήματα φτωχών χωρών για βοήθεια. Σύμφωνα με το Αθηναϊκό και Μακεδονικό Πρακτορείο Ειδήσεων, το κείμενο της ""Συμφωνίας της Γλασκώβης για το κλίμα"", όπως ονομάστηκε, εγκρίθηκε έπειτα από δύο εβδομάδες επίπονων διαπραγματεύσεων, με ένα χτύπημα του σφυριού του Βρετανού προέδρου της παγκόσμιας διάσκεψης για το κλίμα, Αλόκ Σάρμα.",news247.gr,26586,news,GR,el,[],https://www.news247.gr/img/6621/9423945/881000/fb1200/1200/green2.jpg,False,@News247gr,21.432701,9d54c8b5a9623badb1fadba15dd9c7b0
To «πράσινο» project της Αστυπάλαιας παρουσιάστηκε στην COP26,,2021-11-12 07:46:00,full,https://www.protothema.gr/environment/article/1180870/to-prasino-project-tis-astupalaias-parousiastike-stin-cop26/?utm_source=rss,protothema.gr,"Ο δήμαρχος της Αστυπάλαιας, Νίκος Κομηνέας συμμετείχε στην παγκόσμια διάσκεψη του ΟΗΕ για την Κλιματική Αλλαγή (COP26) στη Γλασκώβη","Δείτε όλες τις τελευταίες Ακολουθήστε το protothema.gr στο Google News και μάθετε πρώτοι όλες τις ειδήσειςΔείτε όλες τις τελευταίες Ειδήσεις από την Ελλάδα και τον Κόσμο, τη στιγμή που συμβαίνουν, στο Protothema.gr

Στην παγκόσμια διάσκεψη του ΟΗΕ για την Κλιματική Αλλαγή (COP26) στησυμμετείχε ο δήμαρχος της Αστυπάλαιας,, όπου παρουσίασε το όραμα του Δήμου για την πράσινη και βιώσιμη ανάπτυξη της Αστυπάλαιας , καθώς και τον τρόπο με τον οποίο το φιλόδοξο έργο ""Astypalea: Smart & Sustainable Island"", που υλοποιείται σε συνεργασία με τον όμιλοκαι την, θα συμβάλει σημαντικά στην πραγμάτωση του.",protothema.gr,14228,news,GR,el,[],https://i1.prth.gr/images/640x360share/files/2021-11-12/astypalaia.jpg,False,@protothema,21.432516,38eb3b481773d23ad5a67c72d7760a6d
ΗΠΑ-Κίνα: Τζο Μπάιντεν και Σι Τζινπίνγκ αναμένεται να συναντηθούν ψηφιακά τη Δευτέρα,,2021-11-11 15:28:09,full,https://www.skai.gr/news/world/ipa-kina-tzo-mpainten-kai-si-tzinpingk-anamenetai-na-synantithoun-psifiaka-ti-deytera,skai.gr,Η Ουάσινγκτον και το Πεκίνο διαφωνούν για θέματα όπως η προέλευση της πανδημίας Covid-19 έως και το αναπτυσσόμενο πυρηνικό οπλοστάσιο της Κίνας. Αμερικανοί αξιωματούχοι πιστεύουν ότι η άμεση…,"Ο πρόεδρος των ΗΠΑ Τζο Μπάιντεν και ο Κινέζος ομόλογός του Σι Τζινπίνγκ αναμένεται να πραγματοποιήσουν μια ψηφιακή σύνοδο τη Δευτέρα, είπαν σήμερα πηγές στο πρακτορείο ειδήσεων Reuters, εν μέσω εντάσεων για το εμπόριο, τα ανθρώπινα δικαιώματα και τις στρατιωτικές δραστηριότητες. Η Ουάσινγκτον και το Πεκίνο διαφωνούν για θέματα όπως η προέλευση της πανδημίας Covid-19 έως και το αναπτυσσόμενο πυρηνικό οπλοστάσιο της Κίνας. Αμερικανοί αξιωματούχοι πιστεύουν ότι η άμεση επικοινωνία με τον Σι είναι ο καλύτερος τρόπος για να αποτραπεί το ενδεχόμενο η σχέση μεταξύ των δύο μεγαλύτερων οικονομιών του πλανήτη να κλιμακωθεί σε διαμάχη.",© 2021 ΣΚΑΪ. Με επιφύλαξη κάθε νόμιμου δικαιώματος,26162,news,GR,el,[],https://www.skai.gr/sites/default/files/styles/large/public/2021-02/biden_xi_si_jinping_correct_ap_179112113438.jpg?itok=ENVzSTRN,False,,21.42043,d4c86e526598a59247e4d5c18275d886
